Row Labels,NewCases,TotalCases,NewDeaths,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,NewVaccinations
10/12/2021,110606,44642779,2290,412541730,217693995,193280453,926345
10/13/2021,108463,44751242,3211,413447890,217921207,193510468,906160
10/14/2021,86946,44838188,2171,414358613,218146833,193740505,910723
10/15/2021,109481,44947669,1814,415410540,218407638,194019495,1051927
10/16/2021,39784,44987453,565,415902028,218548011,194164793,491488
10/17/2021,31657,45019110,462,416171630,218631505,194249499,269602
10/18/2021,98951,45118061,1779,417002235,218853700,194461549,830605
10/19/2021,81917,45199978,1959,417823850,219055282,194654676,821615
10/20/2021,91620,45291598,3179,418660069,219258049,194849632,836219
10/21/2021,78084,45369682,2007,419518280,219464535,195047156,858211
10/22/2021,95952,45465634,1860,420899827,219755430,195293224,1381547
10/23/2021,32420,45498054,549,421731329,219930394,195426824,831502
10/24/2021,19170,45517224,258,422205355,220037557,195507146,474026
10/25/2021,112572,45629796,1477,423735285,220337602,195710938,1529930
10/26/2021,66657,45696453,1582,425302677,220633478,195912399,1567392
10/27/2021,102562,45799015,2059,426926210,220937871,196119006,1623533
10/28/2021,75095,45874110,1848,428535299,221231793,196327985,1609089
10/29/2021,95106,45969216,1719,430321223,221554318,196565774,1785924
10/30/2021,34295,46003511,381,431141629,221719723,196684684,820406
10/31/2021,32326,46035837,234,431579580,221819099,196755135,437951
11/1/2021,113252,46149089,1279,433052313,222101393,196949964,1472733
11/2/2021,68747,46217836,1283,434554423,222382262,197137385,1502110
11/3/2021,85594,46303430,1962,436118674,222691419,197328567,1564251
11/4/2021,81438,46384868,1216,437756249,223039625,197522827,1637575
11/5/2021,96857,46481725,2123,439669150,223491062,197751532,1912901
11/6/2021,34862,46516587,473,440703682,223880022,197868953,1034532
11/7/2021,36828,46553415,205,441259533,224107948,197939290,555851
11/8/2021,110748,46664163,1257,442723451,224577628,198111644,1463918
11/9/2021,78361,46742524,1435,444360672,225098294,198276670,1637221
11/10/2021,95070,46837594,1684,446129053,225669645,198446065,1768381
11/11/2021,57644,46895238,882,447732474,226217227,198598599,1603421
11/12/2021,143510,47038748,2454,449724347,226854519,198796909,1991873
11/13/2021,43952,47082700,571,450899897,227389394,198899372,1175550
11/14/2021,31912,47114612,201,451479228,227629030,198959864,579331
11/15/2021,134036,47248648,1304,453030833,228087829,199126124,1551605
11/16/2021,87271,47335919,1334,454712968,228574312,199292155,1682135
11/17/2021,112847,47448766,1648,456473090,229079208,199463620,1760122
11/18/2021,109828,47558594,1356,458260917,229584296,199633801,1787827
11/19/2021,126875,47685469,1791,460333789,230165085,199827799,2072872
11/20/2021,45361,47730830,457,461567636,230624018,199928038,1233847
11/21/2021,39832,47770662,220,462212246,230829177,199988053,644610
11/22/2021,144615,47915277,1268,464024425,231316449,200158532,1812179
11/23/2021,91345,48006622,1378,465812534,231804435,200322849,1788109
11/24/2021,111580,48118202,1712,467195358,232204418,200476376,1382824
11/25/2021,39319,48157521,480,467223663,232213352,200481629,28305
11/26/2021,53421,48210942,372,468429997,232524776,200657979,1206334
11/27/2021,26538,48237480,314,469323408,232744569,200856976,893411
11/28/2021,43149,48280629,247,469914880,232886994,201004842,591472
11/29/2021,186292,48466921,1935,471575910,233240857,201365303,1661030
11/30/2021,117106,48584027,1652,473497836,233645397,201755943,1921926
12/1/2021,137114,48721141,2060,475653722,234103865,202164666,2155886
12/2/2021,138852,48859993,3909,477812372,234550402,202557961,2158650
12/3/2021,158612,49018605,1582,480246708,235036329,203048941,2434336
12/4/2021,66341,49084946,681,481725643,235336787,203502140,1478935
12/5/2021,55184,49140130,388,482455151,235502489,203692026,729508
12/6/2021,177686,49317816,1415,484282441,235891318,204016982,1827290
12/7/2021,113260,49431076,1577,486188765,236292861,204358987,1906324
12/8/2021,149912,49580988,1826,488108108,236698200,204711150,1919343
12/9/2021,124530,49705518,1574,490024038,237100287,205050741,1915930
12/10/2021,158210,49863728,1804,492126339,237523251,205448170,2102301
12/11/2021,56588,49920316,615,493381653,237789221,205785309,1255314
12/12/2021,52309,49972625,354,494011389,237940313,205915024,629736
12/13/2021,185486,50158111,1409,495623063,238286188,206193184,1611674
12/14/2021,115038,50273149,1556,497332106,238651349,206479030,1709043
12/15/2021,143628,50416777,2258,499043475,239027993,206739073,1711369
12/16/2021,141731,50558508,1305,500726107,239415999,206908139,1682632
12/17/2021,192656,50751164,1858,502651685,239846578,207159788,1925578
12/18/2021,79760,50830924,660,503771001,240133090,207322604,1119316
12/19/2021,89200,50920124,299,504410688,240301745,207404446,639687
12/20/2021,240042,51160166,1581,506245047,240741998,207630424,1834359
12/21/2021,179415,51339581,1972,508208960,241206883,207872162,1963913
12/22/2021,243742,51583323,4199,510063058,241651269,208110205,1854098
12/23/2021,269762,51853085,1401,511517722,242017583,208287433,1454664
12/24/2021,248523,52101608,707,511896846,242120504,208344002,379124
12/25/2021,86655,52188263,231,511903438,242122595,208344947,6592
12/26/2021,178386,52366649,349,512381995,242254697,208428463,478557
12/27/2021,500570,52867219,1796,513902830,242648824,208657897,1520835
12/28/2021,362036,53229255,2346,515584961,243082512,208898876,1682131
12/29/2021,502112,53731367,2360,517249327,243516996,209135055,1664366
12/30/2021,590697,54322064,1498,518766743,243917490,209348400,1517416
12/31/2021,513621,54835685,734,519370430,244078314,209441237,603687
1/1/2022,188763,55024448,392,519477036,244111770,209457657,106606
1/2/2022,285957,55310405,381,519972274,244248491,209548129,495238
1/3/2022,1044956,56355361,1844,521203999,244588372,209744497,1231725
1/4/2022,812223,57167584,2322,522607762,244959610,209958218,1403763
1/5/2022,662606,57830190,2200,524042878,245338006,210170464,1435116
1/6/2022,835033,58665223,2082,525488514,245707065,210382386,1445636
1/7/2022,869756,59534979,2412,527114359,246105204,210627136,1625845
1/8/2022,397693,59932672,840,528154220,246378835,210801871,1039861
1/9/2022,485031,60417703,590,528647966,246520745,210876724,493746
1/10/2022,1383913,61801616,2014,529894833,246850514,211066608,1246867
1/11/2022,787394,62589010,2518,531190256,247188527,211267744,1295423
1/12/2022,848642,63437652,2828,532486686,247527802,211467465,1296430
1/13/2022,861347,64298999,2532,533762348,247864120,211655777,1275662
1/14/2022,880068,65179067,2765,535218201,248241831,211830215,1455853
1/15/2022,408325,65587392,998,536004203,248467823,211917763,786002
1/16/2022,479806,66067198,741,536393434,248574265,211975727,389231
1/17/2022,675141,66742339,1025,537216250,248790085,212116305,822816
1/18/2022,1129521,67871860,2686,538205582,249042123,212304416,989332
1/19/2022,908133,68779993,3507,539174682,249290778,212490533,969100
1/20/2022,732606,69512599,2938,540101436,249529529,212666574,926754
1/21/2022,841101,70353700,3387,541168333,249804222,212827396,1066897
1/22/2022,302516,70656216,998,541783850,249975355,212910132,615517
1/23/2022,365454,71021670,709,542113896,250066617,212974276,330046
1/24/2022,922164,71943834,2165,542904220,250269496,213134178,790324
1/25/2022,493097,72436931,3215,543700189,250472176,213309250,795969
1/26/2022,624069,73061000,3855,544484292,250671773,213487663,784103
1/27/2022,506263,73567263,2631,545266101,250868933,213662176,781809
1/28/2022,614080,74181343,4119,546211499,251096878,213871636,945398
1/29/2022,178627,74359970,1186,546678958,251217319,213983659,467459
1/30/2022,197964,74557934,471,546942534,251289462,214050826,263576
1/31/2022,542245,75100179,2622,547568637,251448932,214208880,626103
2/1/2022,325414,75425593,3382,548175068,251597631,214368115,606431
2/2/2022,329541,75755134,3593,548739880,251740592,214522130,564812
2/3/2022,274812,76029946,2475,549252835,251868164,214661492,512955
2/4/2022,354972,76384918,4105,549902809,252020779,214845145,649974
2/5/2022,86431,76471349,902,550338730,252130141,214977761,435921
2/6/2022,83477,76554826,458,550551090,252189743,215038430,212360
2/7/2022,346441,76901267,3066,551029811,252317375,215170045,478721
2/8/2022,214372,77115639,2997,551526161,252442476,215315060,496350
2/9/2022,188407,77304046,3443,552031913,252571855,215459905,505752
2/10/2022,171413,77475459,3280,552534630,252699354,215599169,502717
2/11/2022,209319,77684778,2706,553152036,252850649,215772191,617406
2/12/2022,51867,77736645,814,553497155,252941723,215874121,345119
2/13/2022,58321,77794966,572,553649186,252984935,215919996,152031
2/14/2022,170181,77965147,3203,553987439,253073321,216016799,338253
2/15/2022,111172,78076319,2611,554384897,253173308,216131479,397458
2/16/2022,114817,78191136,3188,554793945,253275729,216247381,409048
2/17/2022,101691,78292827,2957,555196250,253374293,216356254,402305
2/18/2022,145170,78437997,2503,555718212,253498048,216498113,521962
2/19/2022,31406,78469403,683,555999721,253572878,216576181,281509
2/20/2022,23005,78492408,438,556153415,253615433,216618149,153694
2/21/2022,82890,78575298,918,556469295,253695809,216705711,315880
2/22/2022,89335,78664633,2173,556812523,253783190,216801151,343228
2/23/2022,85138,78749771,3115,557150869,253869577,216892925,338346
2/24/2022,67072,78816843,2969,557476034,253951697,216977196,325165
2/25/2022,74372,78891215,2083,557864726,254046868,217080854,388692
2/26/2022,47412,78938627,761,558106749,254112211,217144857,242023
2/27/2022,18220,78956847,223,558229563,254146365,217176576,122814
2/28/2022,98918,79055765,2152,558541188,254222388,217256039,311625
3/1/2022,46707,79102472,1786,558813071,254290081,217327719,271883
3/2/2022,53401,79155873,2094,559067704,254356234,217398194,254633
3/3/2022,48608,79204481,1716,559319243,254420876,217466593,251539
3/4/2022,51257,79255738,1736,559634224,254498989,217554090,314981
3/5/2022,14919,79270657,306,559814661,254548528,217605215,180437
3/6/2022,12394,79283051,212,559902786,254574949,217629375,88125
3/7/2022,64081,79347132,1708,560111231,254631278,217683355,208445
3/8/2022,29755,79376887,1419,560323970,254686237,217741200,212739
3/9/2022,37701,79414588,2027,560534162,254741659,217799427,210192
3/10/2022,46578,79461166,1774,560744805,254796027,217858003,210643
3/11/2022,49705,79510871,1657,561001056,254860138,217930744,256251
3/12/2022,10218,79521089,275,561141999,254899390,217971458,140943
3/13/2022,11050,79532139,192,561215696,254921139,217992105,73697
3/14/2022,35384,79567523,1326,561408256,254972072,218042551,192560
3/15/2022,24375,79591898,1088,561610122,255024554,218094608,201866
3/16/2022,46129,79638027,1848,561814736,255078323,218146147,204614
3/17/2022,53172,79691199,1511,562008919,255127701,218193706,194183
3/18/2022,31358,79722557,814,562259239,255190474,218254463,250320
3/19/2022,10879,79733436,284,562403328,255229519,218290904,144089
3/20/2022,11451,79744887,87,562478506,255252228,218308543,75178
3/21/2022,42269,79787156,1533,562664096,255303846,218351737,185590
3/22/2022,24562,79811718,566,562843857,255351423,218394587,179761
3/23/2022,41011,79852729,1649,563033837,255403549,218440205,189980
3/24/2022,42994,79895723,864,563219658,255456118,218482543,185821
3/25/2022,46436,79942159,622,563448344,255518282,218536003,228686
3/26/2022,9434,79951593,151,563570752,255552205,218565815,122408
3/27/2022,11790,79963383,60,563634197,255570173,218580510,63445
3/28/2022,38970,80002353,1032,563804049,255620186,218617664,169852
3/29/2022,24181,80026534,985,563998380,255666184,218657035,194331
3/30/2022,39182,80065716,1168,564396475,255726386,218714001,398095
3/31/2022,45634,80111350,521,564947914,255802078,218779418,551439
4/1/2022,32218,80143568,835,565596786,255880930,218858107,648872
4/2/2022,11807,80155375,158,565939817,255926532,218901959,343031
4/3/2022,4755,80160130,59,566148751,255955472,218927702,208934
4/4/2022,28904,80189034,589,566702418,256025302,218988919,553667
4/5/2022,25603,80214637,514,567251484,256088053,219049835,549066
4/6/2022,40947,80255584,1128,567824662,256153062,219113858,573178
4/7/2022,50638,80306222,829,568403362,256216637,219176294,578700
4/8/2022,75026,80381248,643,569071468,256288166,219250745,668106
4/9/2022,12712,80393960,145,569407662,256331906,219292421,336194
4/10/2022,9532,80403492,25,569603430,256359452,219316913,195768
4/11/2022,40341,80443833,339,570180487,256423715,219378330,577057
4/12/2022,35744,80479577,616,570790360,256488681,219440990,609873
4/13/2022,55390,80534967,949,571367595,256554426,219502544,577235
4/14/2022,50664,80585631,705,571951416,256620736,219564152,583821
4/15/2022,35438,80621069,462,572514427,256687853,219627982,563011
4/16/2022,12336,80633405,54,572773446,256724873,219660717,259019
4/17/2022,7503,80640908,11,572832626,256736788,219668936,59180
4/18/2022,61388,80702296,261,573342916,256796315,219724966,510290
4/19/2022,39262,80741558,444,573878783,256857419,219780997,535867
4/20/2022,68939,80810497,895,574407369,256917967,219837671,528586
4/21/2022,61696,80872193,430,574903610,256975775,219891617,496241
4/22/2022,90052,80962245,559,575386472,257031606,219946164,482862
4/23/2022,19732,80981977,51,575645662,257068579,219978913,259190
4/24/2022,13488,80995465,32,575778102,257089555,219996403,132440
4/25/2022,70204,81065669,288,576198019,257140087,220044316,419917
4/26/2022,45350,81111019,328,576645432,257192135,220093050,447413
4/27/2022,90015,81201034,803,577110783,257246296,220143732,465351
4/28/2022,77355,81278389,410,577578386,257300825,220195379,467603
4/29/2022,61189,81339578,430,578078170,257359393,220252795,499784
4/30/2022,23980,81363558,115,578315117,257393222,220283524,236947
5/1/2022,16700,81380258,22,578442034,257413578,220300393,126917
5/2/2022,94705,81474963,290,578824723,257461255,220343877,382689
5/3/2022,49586,81524549,753,579233923,257510770,220389587,409200
5/4/2022,112025,81636574,1950,579638673,257560706,220435006,404750
5/5/2022,88548,81725122,309,580038078,257609330,220480686,399405
5/6/2022,128756,81853878,376,580481189,257663289,220533073,443111
5/7/2022,27818,81881696,185,580684421,257693537,220560262,203232
5/8/2022,5761,81887457,25,580773487,257709423,220571784,89066
5/9/2022,130007,82017464,248,581153409,257755997,220615279,379922
5/10/2022,70239,82087703,332,581563421,257806364,220660083,410012
5/11/2022,160178,82247881,928,581972398,257856565,220705237,408977
5/12/2022,113975,82361856,59,582391901,257906921,220750903,419503
5/13/2022,87370,82449226,200,582849266,257963512,220800993,457365
5/14/2022,17043,82466269,57,583082942,257996928,220829871,233676
5/15/2022,32100,82498369,33,583210807,258017177,220846289,127865
5/16/2022,178703,82677072,240,583587501,258066941,220888758,376694
5/17/2022,84574,82761646,387,583981638,258118173,220931464,394137
5/18/2022,203748,82965394,957,584386191,258170634,220976069,404553
5/19/2022,135145,83100539,326,584809444,258223449,221021589,423253
5/20/2022,149028,83249567,410,585305518,258283724,221074065,496074
5/21/2022,26910,83276477,69,585569919,258318785,221104445,264401
5/22/2022,19555,83296032,36,585719644,258340386,221122536,149725
5/23/2022,142414,83438446,229,586140270,258393506,221167620,420626
5/24/2022,82945,83521391,342,586550162,258444805,221210644,409892
5/25/2022,209974,83731365,1069,586944730,258495408,221253770,394568
5/26/2022,145351,83876716,333,587325425,258544119,221294436,380695
5/27/2022,107839,83984555,552,587751327,258598745,221341224,425902
5/28/2022,12493,83997048,33,587945171,258626225,221364012,193844
5/29/2022,4539,84001587,8,588054611,258643828,221377214,109440
5/30/2022,59714,84061301,27,588083513,258649232,221380948,28902
5/31/2022,166927,84228228,342,588434707,258696682,221423061,351194
6/1/2022,223673,84451901,652,588775323,258747017,221460079,340616
6/2/2022,118424,84570325,317,589087860,258787315,221493863,312537
6/3/2022,154004,84724329,391,589425825,258831184,221531065,337965
6/4/2022,24555,84748884,145,589584836,258853710,221549942,159011
6/5/2022,13138,84762022,18,589635094,258862178,221556299,50258
6/6/2022,120265,84882287,272,589654644,258865995,221559553,19550
6/7/2022,121658,85003945,469,,,,
